level	parent_id	id	name
2	58	58216	Куньинский район
2	58	58258	Усьвятский район
2	58	58226	Новосокольнический район
2	58	58250	Пустошкинский район
2	58	58220	Невельский район
2	58	58254	Себежский район
2	58	58229	Опочецкий район
2	58	58214	Красногородский район
2	58	58253	Пыталовский район
2	58	58251	Пушкиногорский район
2	58	58233	Островский район
2	58	58218	Локнянский район
2	58	58204	Бежаницкий район
2	58	58223	Новоржевский район
2	58	58247	Порховский район
2	58	58212	Дновский район
2	58	58210	Дедовичский район
2	58	58208	Гдовский район
2	58	58243	Плюсский район
2	58	58256	Струго-Красненский район
2	58	58240	Печорский район
2	58	58237	Палкинский район
2	58	58206	Великолукский район
2	58	58249	Псковский район
2	58	58410	г.Великие Луки
2	58	58401	г.Псков
1	877	57	Пермский край
2	57	89008	Юсьвинский район
2	57	89007	Кудымкарский район
2	57	89006	Юрлинский район
2	57	89005	Косинский район
2	57	89004	Кочевский район
2	57	89003	Гайнский район
2	57	86043	Чайковский район
2	57	86031	Кизеловский район
2	57	86028	Добрянский район
2	57	86025	Губахинский район
2	57	86022	Гремячинский район
2	57	86016	Александровский район
2	57	86013	Чусовской район
2	57	86010	Чернушинский район
2	57	86007	Чердынский район
2	57	86004	Частинский район
2	57	86001	Усольский район
2	57	86002	Березниковский район
2	57	85998	Уинский район
2	57	85995	Суксунский район
2	57	85992	Соликамский район
2	57	85989	Сивинский район
2	57	85986	Пермский район
2	57	86034	Краснокамский район
2	57	85983	Очерский район
2	57	85980	Оханский район
2	57	85977	Осинский район
2	57	85974	Ординский район
2	57	85971	Октябрьский район
2	57	85968	Нытвенский район
2	57	85965	Лысьвенский район
2	57	85962	Кунгурский район
2	57	85959	Куединский район
2	57	85956	Красновишерский район
2	57	85953	Кишертский район
2	57	85950	Карагайский район
2	57	85947	Ильинский район
2	57	85944	Еловский район
2	57	85941	Горнозаводский район
2	57	85938	Верещагинский район
2	57	85935	Большесосновский район
2	57	85932	Березовский район
2	57	85929	Бардымский район
2	57	86037	Пермь
2	57	85987	Звездный
1	877	56	Пензенская область
2	56	56401	г.Пенза
2	56	56255	Пензенский район
2	56	56259	Шемышейский район
2	56	56258	Тамалинский район
2	56	56200	Спаский район
2	56	56257	Сосновоборский район
2	56	56254	Пачелмский район
2	56	56253	Никольский район
2	56	56251	Нижнеломовский район
2	56	56249	Неверкинский район
2	56	56247	Наровчатский район
2	56	56245	Мокшанский район
2	56	56244	Мало-сердобинский район
2	56	56243	Лунийский район
2	56	56242	Лопатинский район
2	56	56233	Колышлейский район
2	56	56231	Камешкирский район
2	56	56226	Иссинский район
2	56	56223	Земетчинский район
2	56	56218	Городищенский район
2	56	56215	Вадинский район
2	56	56212	Белинский район
2	56	56209	Бековский район
2	56	56203	Башмаковский район
2	56	56256	Сердобский район
2	56	56240	Кузнецкий район
2	56	56229	Каменский район
2	56	56213	Бессоновский район
2	56	56534	г.Заречный
2	56	56405	г.Кузнецк
1	877	54	Орловская область
2	54	54215	Должанский район
2	54	54229	Ливенский район
2	54	54223	Колпнянский район
2	54	54232	Малоархангельский район
2	54	54210	Глазуновский район
2	54	54254	Троснянский район
2	54	54212	Дмитровский район
2	54	54250	Покровский район
2	54	54252	Свердловский район
2	54	54208	Верховский район
2	54	54224	Краснозоренский район
2	54	54239	Новодеревеньковский район
2	54	54259	Шаблыкинский район
2	54	54253	Сосковский район
2	54	54225	Кромской район
2	54	54257	Хотынецкий район
2	54	54255	Урицкий район
2	54	54220	Знаменский район
2	54	54204	Болховский район
2	54	54226	Корсаковский район
2	54	54236	Мценский район
2	54	54243	Новосильский район
2	54	54218	Залегощенский район
2	54	54247	Орловский район
2	54	54401	г. Орел
1	877	53	Оренбургская область
2	53	53250	Сорочинский
2	53	53413	Гайский
2	53	53224	Кувандыкский
2	53	53212	Бузулукский
2	53	53211	Бугурусланский
2	53	53230	Новоорский
2	53	53234	Оренбургский
2	53	53259	Ясненский
2	53	53256	Шарлыкский
2	53	53253	Тюльганский
2	53	53252	Тоцкий
2	53	53251	Ташлинский
2	53	53244	Соль-Илецкий
2	53	53243	Северный
2	53	53242	Светлинский
2	53	53241	Саракташский
2	53	53240	Сакмарский
2	53	53238	Пономаревский
2	53	53237	Переволоцкий
2	53	53236	Первомайский
2	53	53233	Октябрьский
2	53	53231	Новосергиевский
2	53	53227	Матвеевский
2	53	53225	Курманаевский
2	53	53223	Красно-гвардейский
2	53	53222	Кваркенский
2	53	53219	Илекский
2	53	53217	Домбаровский
2	53	53215	Грачевский
2	53	53210	Беляевский
2	53	53207	Асекеевский
2	53	53206	Александровский
2	53	53205	Акбулакский
2	53	53204	Адамовский
2	53	53203	Абдулинский
2	53	53401	г.Оренбург
2	53	53420	г.Новотроицк
2	53	53423	г.Орск
2	53	53408	г.Бугуруслан
2	53	53412	г.Бузулук
2	53	53214	г.Гай
2	53	53415	г.Медногорск
2	53	53427	г. Сорочинск
1	877	52	Омская область
2	52	52255	Тевризский район
2	52	52212	Знаменский район
2	52	52254	Тарский район
2	52	52206	Большеуковский район
2	52	52221	Колосовский район
2	52	52226	Крутинский район
2	52	52236	Называевский район
2	52	52251	Саргатский район
2	52	52256	Тюкалинский район
2	52	52232	Москаленский район
2	52	52252	Седельниковский район
2	52	52257	Усть-Ишимский район
2	52	52203	Большереченский район
2	52	52234	Муромцевский район
2	52	52239	Нижнеомский район
2	52	52215	Исилькульский район
2	52	52229	Любинский район
2	52	52244	Омский район
2	52	52248	Полтавский район
2	52	52401	г. Омск
2	52	52218	Калачинский район
2	52	52243	Оконешниковский район
2	52	52209	Горьковский район
2	52	52223	Кормиловский район
2	52	52230	Марьяновский район
2	52	52259	Шербакульский район
2	52	52201	Азовский немецкий национальный  район
2	52	52253	Таврический район
2	52	52258	Черлакский район
2	52	52241	Нововаршавский район
2	52	52250	Русско-Полянский район
2	52	52242	Одесский район
2	52	52246	Павлоградский район
1	877	50	Новосибирская область
2	50	50259	Чулымский район
2	50	50258	Чистоозерный район
2	50	50257	Черепановский район
2	50	50256	Чановский район
2	50	50255	Усть-Тарский район
2	50	50254	Убинский район
2	50	50252	Тогучинский район
2	50	50250	Татарский район
2	50	50248	Сузунский район
2	50	50244	Северный район
2	50	50242	Ордынский район
2	50	50238	Мошковский район
2	50	50236	Маслянинский район
2	50	50234	Кыштовский район
2	50	50232	Купинский район
2	50	50230	Куйбышевский район
2	50	50227	Красноозерский район
2	50	50225	Кочковский район
2	50	50223	Коченевский район
2	50	50221	Колыванский район
2	50	50219	Каргатский район
2	50	50217	Карасукский район
2	50	50213	Здвинский район
2	50	50210	Доволенский район
2	50	50208	Венгеровский район
2	50	50206	Болотнинский район
2	50	50204	Барабинский район
2	50	50203	Баганский район
2	50	50215	Искитимский район
2	50	50240	Новосибирский район
2	50	50240552	г.Кольцово
2	50	50417	г.Обь
2	50	50408	г.Бердск
2	50	50401	г.Новосибирск
1	877	49	Новгородская область
2	49	49255	Шимский район
2	49	49250	Чудовский район
2	49	49247	Холмский район
2	49	49245	Хвойнинский район
2	49	49239	Старорусский район
2	49	49238	Солецкий район
2	49	49234	Поддорский район
2	49	49232	Пестовский район
2	49	49230	Парфинский район
2	49	49228	Окуловский район
2	49	49224	Мошенской район
2	49	49223	Маревский район
2	49	49220	Маловишерский район
2	49	49216	Любытинский район
2	49	49214	Крестецкий район
2	49	49212	Демянский район
2	49	49210	Волотовский район
2	49	49208	Валдайский район
2	49	49206	Боровичский район
2	49	49203	Батецкий район
2	49	49225	Новгородский район
2	49	49401	г.Великий Новгород
1	877	47	Мурманская область
2	47	47220	Терский район
2	47	47419	ГО Полярнозорский
2	47	47405	ГО Апатитский
2	47	47412	ГО Кировский
2	47	47417	ГО Оленегорский
2	47	47415	ГО Мончегорский
2	47	47203	ГО Ковдорский район
2	47	47408	Кандалакшский район
2	47	47215	Печенгский район
2	47	47401	г. Мурманск
2	47	47210	Ловозерский район
2	47	47531	г. Островной
2	47	47530	г. Североморск
2	47	475551	г.Александровск
2	47	47205	 Кольский район
2	47	47555	пос. Видяево
2	47	47533	г. Заозерск
1	877	46	Московская область
2	46	46259	Щелковский
2	46	46228	Ленинский
2	46	46238	Наро-Фоминский
2	46	46493	Юбилейный
2	46	46490	Электросталь
2	46	5	Электрогорск
2	46	46489	Щербинка
2	46	46483	Химки
2	46	46480	Фрязино
2	46	46470	Серпухов
2	46	46465	Рошаль
2	46	46464	Реутов
2	46	46462	Пущино
2	46	46467	Протвино
2	46	46460	Подольск
2	46	46457	Орехово-Зуево
2	46	46441	Лыткарино
2	46	4	Лосино-Петровский
2	46	46440	Лобня
2	46	46505	Краснознаменск
2	46	46443	Красноармейск
2	46	3	Котельники
2	46	46434	Королёв
2	46	46438	Коломна
2	46	46436	Климовск
2	46	46432	Ивантеевка
2	46	46430	Звенигород
2	46	2	Звёздный-городок
2	46	46425	Жуковский
2	46	46424	Железнодорожный
2	46	46418	Дубна
2	46	46416	Долгопрудный
2	46	46411	Дзержинский
2	46	464621	Восход
2	46	1	Власиха
2	46	46405	Бронницы
2	46	46258	Шаховской
2	46	46257	Шатурский
2	46	46256	Чеховский
2	46	46254	Талдомский
2	46	46253	Ступинский
2	46	46252	Солнечногорский
2	46	46251	Серпуховский
2	46	46215	Сергиево-Посадский
2	46	46250	Серебряно-Прудский
2	46	46249	Рузский
2	46	46248	Раменский
2	46	46247	Пушкинский
2	46	46246	Подольский
2	46	46245	Павлово-Посадский
2	46	46243	Орехово-Зуевский
2	46	46242	Озёрский
2	46	46241	Одинцовский
2	46	46239	Ногинский
2	46	46234	Мытищинский
2	46	46233	Можайский
2	46	46231	Люберецкий
2	46	46230	Луховицкий
2	46	46229	Лотошинский
2	46	46223	Красногорский
2	46	46222	Коломенский
2	46	46221	Клинский
2	46	46220	Каширский
2	46	46218	Истринский
2	46	46216	Зарайский
2	46	46212	Егорьевский
2	46	46209	Домодедово
2	46	46208	Дмитровский
2	46	46206	Воскресенский
2	46	46205	Волоколамский
2	46	46204	Балашиха
1	877	45	г. Москва
2	45	45283593	Южное Тушино
2	45	45283587	Щукино
2	45	45283582	Хорошево-Мневники
2	45	45283577	Строгино
2	45	45283573	Северное Тушино
2	45	45283569	Покровское-Стрешнево
2	45	45283559	Митино
2	45	45283555	Куркино
2	45	45272580	Крюково
2	45	45272576	Старое Крюково
2	45	45272572	Силино
2	45	45272568	Савёлки
2	45	45272562	Матушкино
2	45	45277598	Хорошевский
2	45	45277595	Ховрино
2	45	45277592	Тимирязевский
2	45	45277589	Сокол
2	45	45277586	Савеловский
2	45	45277584	Молжаниновский
2	45	45277583	Левобережный
2	45	45277580	Коптево
2	45	45277577	Западное Дегунино
2	45	45277574	Дмитровский
2	45	45277571	Головинский
2	45	45277568	Восточное Дегунино
2	45	45277565	Войковский
2	45	45277559	Бескудниковский
2	45	45277556	Беговой
2	45	45277553	Аэропорт
2	45	45280597	Ярославский
2	45	45280594	Южное Медведково
2	45	45280585	Северный
2	45	45280583	Северное Медведково
2	45	45280580	Свиблово
2	45	45280577	Ростокино
2	45	45280574	Отрадное
2	45	45280572	Останкинский
2	45	45280569	Марьина роща
2	45	45280567	Марфино
2	45	45280565	Лосиноостровский
2	45	45280563	Лианозово
2	45	45280561	Бутырский
2	45	45280558	Бибирево
2	45	45280556	Бабушкинский
2	45	45280554	Алтуфьевский
2	45	45280552	Алексеевский
2	45	45296597	Чертаново Южное
2	45	45296595	Чертаново Центральное
2	45	45296593	Чертаново Северное
2	45	45296590	Царицыно
2	45	45296579	Орехово-Борисово Южное
2	45	45296577	Орехово-Борисово Северное
2	45	45296575	Нагорный
2	45	45296573	Нагатинский затон
2	45	45296571	Нагатино-Садовники
2	45	45296569	Москворечье-Сабурово
2	45	45296565	Зябликово
2	45	45296561	Донской
2	45	45296559	Даниловский
2	45	45296557	Братеево
2	45	45296555	Бирюлево Западное
2	45	45296553	Бирюлево Восточное
2	45	45290594	Южнопортовый
2	45	45290590	Текстильщики
2	45	45290586	Рязанский
2	45	45290582	Печатники
2	45	45290578	Нижегородский
2	45	45290572	Марьино
2	45	45290568	Люблино
2	45	45290564	Лефортово
2	45	45290562	Кузьминки
2	45	45290558	Капотня
2	45	45290554	Выхино-Жулебино
2	45	45290574	Некрасовка
2	45	45263594	Преображенское
2	45	45263591	Сокольники
2	45	45263588	Соколиная гора
2	45	45263585	Северное Измайлово
2	45	45263583	Перово
2	45	45263581	Метрогородок
2	45	45263579	Новокосино
2	45	45263576	Новогиреево
2	45	45263573	Косино-Ухтомский
2	45	45263570	Измайлово
2	45	45263567	Ивановское
2	45	45263564	Гольяново
2	45	45263561	Поселок Восточный
2	45	45263558	Восточное Измайлово
2	45	45263555	Вешняки
2	45	45263552	Богородское
2	45	45293598	Ясенево
2	45	45293594	Южное Бутово
2	45	45293590	Черемушки
2	45	45293586	Теплый Стан
2	45	45293582	Северное Бутово
2	45	45293578	Обручевский
2	45	45293574	Ломоносовский
2	45	45293570	Котловка
2	45	45293566	Коньково
2	45	45293562	Зюзино
2	45	45293558	Гагаринский
2	45	45293554	Академический
2	45	45268597	Фили-Давыдково
2	45	45268595	Филевский парк
2	45	45268592	Тропарево-Никулино
2	45	45268588	Солнцево
2	45	45268584	Раменки
2	45	45268581	Проспект Вернадского
2	45	45268579	Очаково-Матвеевское
2	45	45268577	Ново-Переделкино
2	45	45268569	Можайский
2	45	45268562	Кунцево
2	45	45268560	Крылатское
2	45	45268554	Дорогомилово
2	45	45268552	Внуково
2	45	45286596	Якиманка
2	45	45286590	Хамовники
2	45	45286585	Тверской
2	45	45286580	Таганский
2	45	45286575	Пресненский
2	45	45286570	Мещанский
2	45	45286565	Красносельский
2	45	45286560	Замоскворечье
2	45	45286555	Басманный
2	45	45286552	Арбат
2	45	45298583	Щаповское поселение
2	45	45298578	г. Троицк
2	45	45298575	Роговское поселение
2	45	45298572	Первомайское поселение
2	45	45298567	Новофёдоровское поселение
2	45	45298564	Михайлово-Ярцевское поселение
2	45	45298561	Краснопахорское поселение
2	45	45298558	Клёновское
2	45	45298555	Киевский
2	45	45298553	Вороновское поселение
2	45	45297581	Щербинка
2	45	45297577	Филимонковское
2	45	45297574	Сосенское
2	45	45297571	Рязановское
2	45	45297568	Мосрентген
2	45	45297565	Московский
2	45	45297562	Марушкинское
2	45	45297559	Кокошкино
2	45	45297556	Десёновское
2	45	45297554	Воскресенское
2	45	45297552	Внуковское
2	45	45297558	Спецтрассы
1	877	44	Магаданская область
2	44	44201	Ольский район
2	44	44222	Ягоднинский район
2	44	44216	Тенькинский район
2	44	44213	Сусуманский район
2	44	44210	Среднекамский район
2	44	44207	Северо-Эвенский район
2	44	44204	Омсуканский район
2	44	44219	Хасынский район
2	44	44401	г. Магадан
1	877	42	Липецкая область
2	42	2553840	Усманский район
2	42	2553510	Добринский район
2	42	2553420	Воловский район
2	42	2553810	Тербунский район
2	42	2553870	Хлевенский район
2	42	2553570	Долгоруковский район
2	42	2554000	Елецкий район
2	42	2553600	Задонский район
2	42	2553720	Лев-Толстовский район
2	42	2553900	Чаплыгинский район
2	42	2553690	Лебедянский район
2	42	2553480	Данковский район
2	42	2553630	Измалковский район
2	42	2553780	Становлянский район
2	42	2553660	Краснинский район
2	42	2553540	Добровский район
2	42	2553750	Липецкий район
2	42	2553450	Грязинский район
2	42	2899090	г.Елец
2	42	2899060	г.Липецк
1	877	41	Ленинградская область
2	41	41230	Ломоносовский район
2	41	41248	Тосненский район
2	41	41245	Тихвинский район
2	41	41242	Сланцевский район
2	41	41239	Приозерский район
2	41	41236	Подпорожский район
2	41	41233	Лужский район
2	41	41227	Людейнопольский район
2	41	41225	Кировский район
2	41	41224	Киришский район
2	41	41221	Кингисепский район
2	41	41218	Гатчинский район
2	41	41215	Выборгский район
2	41	41212	Всеволожский район
2	41	41209	Волховский район
2	41	41206	Волосовский район
2	41	41203	Бокситогорский район
2	41	41454	Сосновоборгский ГО
1	877	40	г. Санкт-Петербург
2	40	40298	Центральный район
2	40	40296	Фрунзенский район
2	40	40294	Пушкинский район
2	40	40290	Петродворцовый район
2	40	40288	Петроградский район
2	40	40285	Невский район
2	40	40284	Московский район
2	40	40281	Курортный район
2	40	40280	Кронштадтский район
2	40	40279	Красносельский район
2	40	40278	Красногвардейский район
2	40	40277	Колпинский район
2	40	40276	Кировский район
2	40	40273	Калининский район
2	40	40270	Приморский район
2	40	40265	Выборгский район
2	40	40263	Василеостровский район
2	40	40262	Адмиралтейский район
1	877	38	Курская область
2	38	38250	Щигровский район
2	38	38248	Черемисиновский район
2	38	38246	Хомутовский район
2	38	38244	Фатежский район
2	38	38242	Тимский район
2	38	38240	Суджанский район
2	38	38238	Солнцевский район
2	38	38236	Совесткий район
2	38	38234	Рыльский район
2	38	38232	Пристенский район
2	38	38230	Поныровский район
2	38	38228	Октябрьский район
2	38	38226	Обоянский район
2	38	38224	Медвеньский район
2	38	38223	Мантуровский район
2	38	38222	Льговский район
2	38	38221	Курчатовский район
2	38	38218	Кореневский район
2	38	38216	Конышевский район
2	38	38214	Касторенский  район
2	38	38212	Золотухинский район
2	38	38210	Желеногорский район
2	38	38208	Дмитриевский район
2	38	38206	Горшеченский район
2	38	38204	Глушковский район
2	38	38203	Большесолдатский район
2	38	38202	Беловский район
2	38	38220	Курский район
2	38	38401	г.Курск
1	877	37	Курганская область
2	37	37238	Шадринский район
2	37	37214	Кетовский район
2	37	37246	Юргамышский район
2	37	37244	Щучанский район
2	37	37242	Шумихинский район
2	37	37240	Шатровский район
2	37	37236	Частоозерский район
2	37	37234	Целинный район
2	37	37232	Сафакулевский район
2	37	37230	Притобольный район
2	37	37228	Половинский район
2	37	37226	Петуховский район
2	37	37224	Макроусовский район
2	37	37222	Мишкинский район
2	37	37220	Макушинский район
2	37	37218	Лебяжьевский район
2	37	37216	Куртамышский район
2	37	37212	Катайский район
2	37	37210	Каргапольский район
2	37	37209	Звериноголовский район
2	37	37208	Далматовский район
2	37	37206	Варгашинский район
2	37	37204	Белоозерский район
2	37	37202	Альменевский район
2	37	37405	г. Шабринск
2	37	37401	г. Курган
1	877	36	Самарская область
2	36	36250	Шигонский район
2	36	36248	Шенталинский район
2	36	36246	Челно-Вершинский район
2	36	36244	Хворостянский район
2	36	36242	Сызранский район
2	36	36238	Сергиевский район
2	36	36236	Приволжский район
2	36	36234	Похвистневский район
2	36	36232	Пестравский район
2	36	36230	Нефтегорский район
2	36	36228	Красноярский район
2	36	36226	Красноармейский район
2	36	36224	Кошкинский район
2	36	36222	Клявлинский район
2	36	36218	Кинельский район
2	36	36217	Камышлинский район
2	36	36216	Исаклинский район
2	36	36215	Елховский район
2	36	36212	Борский район
2	36	36210	Большечерниговский район
2	36	36208	Большеглушицкий район
2	36	36206	Богатовский район
2	36	36204	Безенчукский район
2	36	36202	Алексеевский район
2	36	36240	Ставропольский район
2	36	36214	Волжский район
2	36	36220	Кинель-Черкасский район
2	36	36401	г. Самара
2	36	36440	г. Тольятти
2	36	36413	г. Новокуйбышевск
2	36	36450	г. Чапаевск
2	36	36424	Отрадный
2	36	36418	Октябрьск
1	877	34	Костромская область
2	34	34242	Судиславский район
2	34	34244	Сусанинский район
2	34	34230	Островский район
2	34	34246	Чухломский район
2	34	34240	Солигаличский район
2	34	34210	Кадыйский район
2	34	34202	Антроповский район
2	34	34218	Макарьевский район
2	34	34234	Парфеньевский район
2	34	34212	Кологривский район
2	34	34222	Межевской район
2	34	34238	Пыщугский район
2	34	34236	Поназыревский район
2	34	34232	Павинский район
2	34	34206	Вохомский район
2	34	34228	Октябрьский район
2	34	34214	Костромской район
2	34	34216	Красносельский район
2	34	34226	Нерехтский район
2	34	34224	Нейский район
2	34	34204	Буйский район
2	34	34208	Галичский район
2	34	34220	Мантуровский район
2	34	34248	Шарьинский район
2	34	34401	г. Кострома
2	34	34406	г. Волгоречинск
1	877	33	Кировская область
2	33	33250	Яранский район
2	33	33247	Шабалинский район
2	33	33243	Фаленский район
2	33	33241	Уржумский район
2	33	33240	Унинский район
2	33	33238	Тужинский район
2	33	33237	Сунский район
2	33	33236	Советский район
2	33	33234	Свечинский район
2	33	33233	Санчурский район
2	33	33232	Подосиновский район
2	33	33231	Пижанский район
2	33	33245	Орловский район
2	33	33230	Оричевский район
2	33	33229	Опаринскийрайон
2	33	33228	Омутнинский район
2	33	33227	Нолинский район
2	33	33226	Немский район
2	33	33225	Нагорский район
2	33	33224	Мурашинский район
2	33	33223	Малмыжский район
2	33	33222	Лузский район
2	33	33221	Лебяжский район
2	33	33220	Куменский район
2	33	33217	Кильмезский район
2	33	33216	Кикнурский район
2	33	33214	Зуевский район
2	33	33212	Даровской район
2	33	33208	Верхошижемский район
2	33	33207	Верхнекамский район
2	33	33206	Богородский район
2	33	33205	Белохолуницкий район
2	33	33203	Афанасьевский район
2	33	33202	Арбажский район
2	33	33401	г. Киров
2	33	33249	Юрьянский район
2	33	33219	Котельничский район
2	33	33235	Слободской район
2	33	33218	Кирово-Чепецки район
2	33	33210	Вятско-Полянский район
1	877	32	Кемеровская область
2	32	32227	Таштагольский район
2	32	32222	Прокопьевский район
2	32	32201	Беловский район
2	32	32202	Гурьевский район
2	32	32213	Ленинск-Кузнецкий
2	32	32225	Промышленновский
2	32	32231	Топкинский район
2	32	32207	Кемеровский район
2	32	32210	Крапивинский район
2	32	32228	Тисульский район
2	32	32237	Чебулинский район
2	32	32234	Тяжинский район
2	32	32216	Мариинский район
2	32	32204	Ижморский район
2	32	32243	Яйский район
2	32	32246	Яшкинский район
2	32	32240	Юргинский район
2	32	32219	Новокузнецкий район
2	32	32440	г.Тайга
2	32	32416	г. Киселевск
2	32	32407	г. Белово
2	32	32425	г. Междуреченск
2	32	32431	г. Новокузнецк
2	32	32410	г. Березовский
2	32	32404	г. Анжеро-Судженс
2	32	32401	г. Кемерово
2	32	32415	г. Калтан
2	32	32437	г. Прокопьевск
2	32	32428	г. Мыски
2	32	32419	г. Ленинск-Кузнец
2	32	32434	г. Осинники
1	877	30	Камчатский край
2	30	30219	Усть-Камчатский район
2	30	30216	Усть-Большерецкий район
2	30	30213	Соболевский район
2	30	30129	Пенжинский район
2	30	30127	Олюторский район
2	30	30210	Мильковский район
2	30	30204	Быстринский район
2	30	30207	Елизовский район
2	30	30124	Карагинский район
2	30	30132	Тигильский район
2	30	30535	г. Вилючинск
2	30	30401	г. Петропавловск-Камчатский
2	30	30132657	пос. Палана
1	877	29	Калужская область
2	29	29415	г. Обнинск
2	29	29401	Калуга
2	29	29250	Юхновский район
2	29	29246	Хвастовичский район
2	29	29244	Ферзиковскй район
2	29	29242	Ульяновский район
2	29	29238	Тарусский район
2	29	29236	Сухиничский район
2	29	29234	Спас-Деменский район
2	29	29232	Перемышльский район
2	29	29229	Мосальский район
2	29	29227	Мещовский район
2	29	29225	Медынский район
2	29	29223	Малоярославецкий район
2	29	29220	Людиновский район
2	29	29218	Куйбышевский район
2	29	29216	Козельский район
2	29	29214	Кировский район
2	29	29215	Износковский район
2	29	29213	Жуковский район
2	29	29212	Жиздринский район
2	29	29208	Дзержинский район
2	29	29210	Думиничский район
2	29	29206	Боровской район
2	29	29204	Барятинский район
2	29	29202	Бабынинский район
1	877	28	Тверская область
2	28	28255	Торопенский район
2	28	28202	Андреапольский район
2	28	28216	Западнодвинский район
2	28	28214	Жарковский район
2	28	28243	Нелидовский район
2	28	28244	Оленинский район
2	28	28206	Бельский район
2	28	28246	Пеновский район
2	28	28245	Осташковский район
2	28	28248	Ржевский район
2	28	28253	Старицкий район
2	28	28218	Зубцовский район
2	28	28250	Селижаровский район
2	28	28257	Фировский район
2	28	28234	Кувшиновский район
2	28	28256	Удомельский район
2	28	28240	Максатихинский район
2	28	28204	Бежецкий район
2	28	28236	Лесной район
2	28	28249	Сандовский район
2	28	28210	Весьегонский район
2	28	28242	Молоковский район
2	28	28232	Краснохолмский район
2	28	28251	Сонковский район
2	28	28226	Кесовогорский район
2	28	28224	Кашинский район
2	28	28228	Кимрский район
2	28	28222	Калязинский район
2	28	28252	Спировский район
2	28	28238	Лихославльский район
2	28	28247	Рамешковский район
2	28	28230	Конаковский район
2	28	28220	Калининский район
2	28	28212	Вышневолоцкий район
2	28	28208	Бологовский район
2	28	28254	Торжокский район
2	28	28401	г.Тверь
2	28	28556	г.Солнечный
2	28	28553	г.Озерный
1	877	27	Калининградская область
2	27	27405	г.Балтийск
2	27	27420	г.Светлогорск
2	27	27430	г.Советск
2	27	27425	г.Светлый
2	27	27417	г.Пионерский
2	27	27401	г.Калининград
2	27	27239	Черняховский район
2	27	27236	Славский район
2	27	27233	Правдинский район
2	27	27230	Полесский район
2	27	27227	Озерский район
2	27	27224	Нестеровский район
2	27	27221	Неманский район
2	27	27218	Краснознаменский район
2	27	27215	Зеленоградский район
2	27	27212	Гусевский район
2	27	27209	Гурьевский район
2	27	27206	Гвардейский район
2	27	27203	Багратионовский район
2	27	27203510	г.Мамоново
1	877	26	Республика Ингушетия
2	26	26215	Малгобекский район
2	26	26205	Джейрахский район
2	26	26220	Назрановский район
2	26	26230	Сунженский  район
2	26	26401	г. Магас
2	26	26408	г. Карабулак
2	26	26406	г. Назрань
1	877	25	Иркутская область
2	25	25228	Нижнеудинский район
2	25	25238	Тулунский район
2	25	25236	Тайшетский район
2	25	25255	Шелеховский район
2	25	25203	Ангарский район
2	25	25244	Усть-Кутский район
2	25	25202	Бодайбинский район
2	25	25137	Эхирит-Булагатский район
2	25	25250	Чунский район
2	25	25246	Усть-Удинский район
2	25	25234	Слюдянский район
2	25	25133	Осинский район
2	25	25230	Ольхонский район
2	25	25132	Нукутский район
2	25	25226	Нижнеилимский район
2	25	25224	Мамско-Чуйский район
2	25	25222	Куйтунский район
2	25	25220	Киренский район
2	25	25218	Качугский район
2	25	25216	Катангский район
2	25	25214	Казачинско-Ленский район
2	25	25208	Заларинский район
2	25	25206	Жигаловский район
2	25	25126	Боханский район
2	25	25125	Баяндаевский район
2	25	25201	Балаганский район
2	25	25123	Аларский район
2	25	25204	Братский район
2	25	25242	Усть-Илимский район
2	25	25212	Иркутский район
2	25	25240	 Усольский район
2	25	25248	Черемховский район
2	25	25210	Зиминский район
2	25	25414	г. Братск
2	25	25401	г. Иркутск
2	25	25438	г. Усть-Илимск
2	25	25436	г. Усолье-Сибирское
2	25	25426	г. Саянск
1	877	24	Ивановская область
2	24	24237	Юрьевецкий район
2	24	24235	Южский район
2	24	24225	Савинский район
2	24	24223	Родниковский район
2	24	24221	Пучежский район
2	24	24220	Приволжский район
2	24	24219	Пестяковский район
2	24	24217	Палехский район
2	24	24215	Лухский район
2	24	24214	Лежневский район
2	24	24213	Комсомольский район
2	24	24209	Ильинский район
2	24	24205	Заволжский район
2	24	24203	Гаврилово-Посадский район
2	24	24202	Верхне-Ландеховский район
2	24	24229	Тейковский район
2	24	24233	Шуйский район
2	24	24231	Фурмановский район
2	24	24201	Вичугский район
2	24	24211	Кинешемский район
2	24	24207	Ивановский район
2	24	24401	г. Иваново
2	24	24207504	г. Кохма
1	877	22	Нижегородская область
2	22	22219	Вознесенский район
2	22	22232	Дивеевский район
2	22	22203	Арзамасский район
2	22	22401	г. Нижний новгород
2	22	22421	г. Джержинск
2	22	22258	Шахунский район
2	22	22257	Шатковский район
2	22	22256	Шарангский район
2	22	22255	Чкаловский район
2	22	22254	Уренский район
2	22	22253	Тоншаевский район
2	22	22252	Тонкинский район
2	22	22251	Спасский район
2	22	22250	Сосновский район
2	22	22259	Сокольский район
2	22	22249	Сеченовский район
2	22	22248	Сергачкий район
2	22	22247	Семеновский район
2	22	22246	Починковский район
2	22	22245	Пильнинский район
2	22	22244	Перевозский район
2	22	22243	Первомайский район
2	22	22242	Павловский район
2	22	22241	Навашинский район
2	22	22240	Лысковский район
2	22	22239	Лукояновский район
2	22	22238	Кулебакский район
