level	parent_id	id	name
2	22	22237	Кстовский район
2	22	22236	Краснооктябрьский район
2	22	22235	Краснобаковский район
2	22	22234	Ковернинский район
2	22	22233	Княгининский район
2	22	22230	Дальнеконстантиновский район
2	22	22228	Городецкий район
2	22	22226	Гагинский район
2	22	22224	Выксунский район
2	22	22222	Воскресенский район
2	22	22221	Воротынский район
2	22	22231	Володарский район
2	22	22218	Ветлужский район
2	22	22217	Вачский район
2	22	22215	Варнавинский район
2	22	22214	Вадский район
2	22	22212	Бутурлинский район
2	22	22211	Борский район
2	22	22210	Большемурашкинский район
2	22	22209	Большеболдинский район
2	22	22207	Богородский район
2	22	22205	Балахнинский район
2	22	22202	Ардатовский район
2	22	22403	г. Арзамас
2	22	22503	г. Саров
1	877	20	Воронежская область
2	20	20401	г. Воронеж
2	20	20258	Эртильский район
2	20	20256	Хохольский район
2	20	20254	Терновский район
2	20	20251	Таловский район
2	20	20249	Семилукский район
2	20	20247	Россошанский район
2	20	20245	Репьевский район
2	20	20243	Рамонский район
2	20	20241	Подгоренский район
2	20	20239	Поворинский район
2	20	20237	Петропавловский район
2	20	20235	Панинский район
2	20	20233	Павловский район
2	20	20231	Острогожский район
2	20	20229	Ольховатский район
2	20	20227	Новохоперский район
2	20	20225	Новоусманский район
2	20	20221	Лискинский район
2	20	20223	Нижнедевицкий район
2	20	20220	Каширский район
2	20	20216	Кантемировский район
2	20	20217	Каменский район
2	20	20215	Калачеевский район
2	20	20213	Грибановский район
2	20	20212	Воробьевский район
2	20	20211	Верхнехавский район
2	20	20210	Верхнемамонский район
2	20	20208	Бутурлиновский район
2	20	20206	ГО Борисоглебский
2	20	20205	Богучарский район
2	20	20204	Бобровский район
2	20	20202	Аннинский район
2	20	20427	г. Нововоронеж
1	877	19	Вологодская область
2	19	19256	Череповецкий район
2	19	31922	Вологодский район
2	19	19258	Шекснинский район
2	19	19254	Чагодощенский район
2	19	19252	Харовский район
2	19	19250	Устюженский район
2	19	19248	Усть-Кубинский район
2	19	19246	Тотемский район
2	19	19242	Тарногский район
2	19	19240	Сямженский район
2	19	19238	Сокольский район
2	19	19236	Нюксенский район
2	19	19234	Никольский район
2	19	19232	Междуреченский район
2	19	19230	Кичменгско-Городецкий район
2	19	19228	Кирилловский район
2	19	19226	Кадуйский район
2	19	19224	Грязовецкий район
2	19	19222	Вытегорский район
2	19	19218	Вожегодский район
2	19	19216	Верховажский район
2	19	19214	Великоустюгский район
2	19	19212	Вашкинский район
2	19	19210	Белозерский район
2	19	19208	Бабушкинский район
2	19	19205	Бабаевский район
2	19	19430	г.Череповец
2	19	19401	г.Вологда
1	877	18	Волгоградская область
2	18	18258	Чернышковский
2	18	18253	Суровикинский
2	18	18252	Старополтавский
2	18	18250	Серафимовичский
2	18	18249	Светлоярский
2	18	18247	Руднянский
2	18	18246	Кумылженский
2	18	18245	Палласовский
2	18	18243	Ольховский
2	18	18242	Октябрьский
2	18	18240	Новоникольевский
2	18	18238	Новоаннинский
2	18	18236	Николаевский
2	18	18234	Нехаевский
2	18	18230	Ленинский
2	18	18226	Котовский
2	18	18224	Котельниковский
2	18	18222	Клетский
2	18	18220	Киквидзенский
2	18	18216	Калачевский
2	18	18214	Иловлинский
2	18	18212	Жирновский
2	18	18210	Еланский
2	18	18208	Дубовский
2	18	18206	Даниловский
2	18	18205	Городищенский
2	18	18204	Быковский
2	18	18202	Алексеевский
2	18	18251	Средне-ахтубенский
2	18	18218	Камышинский
2	18	18232	Михайловский
2	18	18256	Фроловский
2	18	18254	Урюпинский
2	18	80512	Волгоград
2	18	80511	Волжский
1	877	17	Владимирская область
2	17	17256	Юрьев-Полский район
2	17	17248	Селивановский район
2	17	17246	Петушинский район
2	17	17242	Меленковский район
2	17	17230	Киржачский район
2	17	17225	Камешковский район
2	17	17215	Гороховецкий район
2	17	17205	Александровский район
2	17	17240	Кольчугинский район
2	17	17250	Собинский район
2	17	17210	Вязниковский район
2	17	17401	г.Владимир
2	17	17254	Суздальский район
2	17	17252	Судогодский район
2	17	17220	Гусь-Хрустальный район
2	17	17244	Муромский район
2	17	17235	Ковровский район
2	17	17435	г.Муром
2	17	17537	г.Радужный
2	17	17425	г.Ковров
2	17	17420	г.Гусь-Хрустальный
1	877	15	Брянская область
2	15	15258	Унеченский район
2	15	15256	Трубчевский район
2	15	15254	Суражский район
2	15	15252	Суземский район
2	15	15250	Стародубский район
2	15	15248	Севский район
2	15	15246	Рогнединский район
2	15	15244	Почепский район
2	15	15242	Погарский район
2	15	15240	Новозыбковский район
2	15	15238	Навлинский район
2	15	15236	Мглинский район
2	15	15234	Красногорский район
2	15	15232	Комаричский район
2	15	15230	Клинцовский район
2	15	15228	Климовский район
2	15	15226	Клетянский район
2	15	15224	Карачевский район
2	15	15223	Злынковский район
2	15	15222	Жуковский район
2	15	15220	Жирятинский район
2	15	15216	Дятьковский район
2	15	15212	Дубровский район
2	15	15211	Гордеевский район
2	15	15210	Выгоничский район
2	15	15208	Брянский район
2	15	15204	Брасовский район
2	15	15425	г.Сельцо
2	15	15401	г.Брянск
1	877	14	Белгородская область
2	14	14401	г.Белгород
2	14	14258	Яковлевский район
2	14	14256	Шебекинский  район
2	14	14254	Чернянский район
2	14	14252	Старооскольский район
2	14	14250	Ровеньский район
2	14	14248	Рекитянский район
2	14	14246	Прохоровский район
2	14	14244	Новооскольский район
2	14	14243	Краснояружский район
2	14	14242	Красногвардеский район
2	14	14241	Красненский район
2	14	14240	Корочанский район
2	14	14238	Ивнянский район
2	14	14235	Губкинский район
2	14	14232	Грайворонский район
2	14	14230	Волоконовский район
2	14	14225	Вейделевский район
2	14	14220	Валуйский район
2	14	14215	Борисовский район
2	14	14210	Белгородский район
2	14	14205	Алексеевский район
1	877	12	Астраханская область
2	12	12401	г.Астрахань
2	12	12250	Черноярский район
2	12	12245	Харабалинский район
2	12	12242	Приволжский район
2	12	12240	Наримановский район
2	12	12235	Лиманский район
2	12	12230	Красноярский район
2	12	12225	Камызякский район
2	12	12220	Икрянский район
2	12	12215	Енотовский район
2	12	12210	Володарский район
2	12	12205	Ахтубинский район
2	12	12519	ЗАТО Знаменск
1	877	11	Архангельский край
2	11	11246	Онежский район
2	11	11242	Мезенский район
2	11	11218	Каргопольский район
2	11	11222	Коношский район
2	11	11205	Вельский район
2	11	11254	Устьянский район
2	11	11244	Няндомский район
2	11	11230	Красноборский район
2	11	11211	Вилегодский район
2	11	11235	Ленский район
2	11	11256	Холмогорский район
2	11	11248	Пинежский район
2	11	11208	Верхнетоемский район
2	11	11214	Виноградовский район
2	11	11258	Шенкурский район
2	11	11238	Лешуконский район
2	11	11243	Новая Земля
2	11	11252	Приморский район
2	11	11250	Плесецкий район
2	11	11227	Котласский район
2	11	11415	г. Новодвинск
2	11	11525	ЗАТО Мирный
2	11	11410	г. Котлас
2	11	11401	г. Архангельск
2	11	11430	г. Северодвинск
2	11	11408	г. Коряжма
1	877	10	Амурская область
2	10	10215	Бурейский район
2	10	10211	Благовещенский район
2	10	10242	Свободненский район
2	10	10247	Серышевский район
2	10	10205	Белогорский район
2	10	10255	Шимановский район
2	10	10254	Тындинский район
2	10	10225	Зейский район
2	10	10251	Тамбовский район
2	10	10249	Сковородинский район
2	10	10245	Селемджинский район
2	10	10240	Ромненский район
2	10	10238	Октябрьский район
2	10	10235	Михайловский район
2	10	10232	Мазановский район
2	10	10231	Магдагачинский район
2	10	10230	Константиновский район
2	10	10228	Ивановский район
2	10	10221	7 - Завитинский район
2	10	10200	Архаринский район
2	10	10570	пгт. Углегорск
2	10	10401	г. Благовещенск
2	10	10420	г. Райчихинск
1	877	8	Хабаровский край
2	8	8255	Хабаровский район
2	8	8250	Комсомольский район
2	8	8246	Тугуро-Чумиканский район
2	8	8244	Солнечный район
2	8	8242	Советско-Гаванский район
2	8	8237	им. Полины Осипенко район
2	8	8224	им. Лазо район
2	8	8234	Охотский район
2	8	8231	Николаевский  район
2	8	8228	Нанайский район
2	8	8217	Вяземский район
2	8	8214	Верхнебуреинский район
2	8	8212	Ванинский район
2	8	8209	Бикинский  район
2	8	8206	Тугуро-Чумиканский район
2	8	8203	Амурский район
2	8	8220	Комсомольский район
2	8	8409	г. Комсомольск-на-Амуре
2	8	8401	г. Хабаровск
1	877	7	Ставропольский край
2	7	7258	Шпаковский район
2	7	7256	Туркменский район
2	7	7254	Труновский район
2	7	7252	Степновский район
2	7	7250	Советский район
2	7	7248	Предгорный район
2	7	7246	Петровский район
2	7	7244	Новоселицкий район
2	7	7243	Новоалександровский район
2	7	7241	Нефтекумский район
2	7	7236	Левокумский район
2	7	7233	Курский район
2	7	7230	Красногвардейский район
2	7	7228	Кочубеевский район
2	7	7225	Кировский район
2	7	7222	Ипатовский район
2	7	7220	Изобильненский район
2	7	7217	Грачевский район
2	7	7210	Благодарненский район
2	7	7207	Арзгирский район
2	7	7205	Апанасенковский район
2	7	7232	Андроповский район
2	7	7202	Александровский район
2	7	7239	Минераловодский район
2	7	7212	Будённовский район
2	7	7215	Георгиевский район
2	7	7418	г.Лермонтов
2	7	7401	г.Ставрополь
2	7	7415	г.Кисловодск
2	7	7410	г.Ессентуки
2	7	7424	г.Невинномысск
2	7	7412	г.Железноводск
2	7	7427	г.Пятигорск
1	877	5	Приморский край
2	5	5423	Уссурийский ГО
2	5	5417	г. Партизанск
2	5	5414	Находкинский ГО
2	5	5411	Лесозаводской ГО
2	5	5407	Дальнегорский ГО
2	5	5401	г. Владивосток
2	5	5405	Артёмовский ГО
2	5	5259	Яковлевский район
2	5	5255	Чугуевский район
2	5	5253	Черниговский район
2	5	5250	Хорольский район
2	5	5248	Хасанский район
2	5	5246	Ханкайский район
2	5	5240	Тернейский район
2	5	5234	Пожарский район
2	5	5232	Пограничный район
2	5	5230	Партизанский район
2	5	5228	Ольгинский район
2	5	5226	Октябрьский район
2	5	5223	Надеждинский район
2	5	5220	Михайловский район
2	5	5217	Лазовский район
2	5	5214	Красноармейский район
2	5	5212	Кировский район
2	5	5210	Кавалеровский район
2	5	5207	Дальнереченский район
2	5	5202	Анучинский район
2	5	5257	Шкотовский район
2	5	5237	Спасский район
2	5	5420	Спасский ГО
2	5	5506	Большекаменский ГО 
2	5	5547	Фокинский ГО 
2	5	5403	Арсеньевский ГО
1	877	4	Красноярский край
2	4	4233	Минусинский район
2	4	4247	Рыбинский район
2	4	4221	Канский район
2	4	4214	Емельяновский район
2	4	4258	Шарыповский район
2	4	4203	Ачинский район
2	4	4208	Боготольский район
2	4	4130	Эвенкийский район
2	4	4259	Шушенский район
2	4	4257	Уярский район
2	4	4256	Ужурский район
2	4	4255	Тюхтетский район
2	4	4254	Туруханский район
2	4	4252	Тасеевский район
2	4	4249	Северо-Енисейский район
2	4	4248	Саянский район
2	4	4245	Пировский район
2	4	4243	Партизанский район
2	4	4241	Новосёловский район
2	4	4239	Нижнеингашский район
2	4	4237	Назаровский район
2	4	4235	Мотыгинский район
2	4	4231	Манский район
2	4	4230	Курагинский район
2	4	4228	Краснотуранский район
2	4	4226	Козульский район
2	4	4224	Кежемский район
2	4	4222	Каратузский район
2	4	4220	Казачинский район
2	4	4219	Ирбейский район
2	4	4217	Идринский район
2	4	4218	Иланский район
2	4	4216	Ермаковский район
2	4	4213	Дзержинский район
2	4	4211	Большеулуйский район
2	4	4210	Большемуртинский район
2	4	4209	Богучанский район
2	4	4206	Бирилюсский район
2	4	4205	Берёзовский район
2	4	4204	Балахтинский район
2	4	4201	Абанский район
2	4	4100	Таймырский район
2	4	4215	Енисейский район
2	4	44060	г.Боготол 
2	4	44260	г.Назарово
2	4	44030	г.Ачинск
2	4	44330	г.Сосновоборск
2	4	44200	г.Канск
2	4	44070	г.Бородино 
2	4	45370	ЗАТО Зеленогорск
2	4	44010	г.Красноярск 
2	4	44090	г.Дивногорск  
2	4	44400	г.Шарыпово
2	4	44120	г.Енисейск 
2	4	44290	г.Норильск 
2	4	44230	г.Минусинск
2	4	4535	ЗАТО Железногорск
2	4	4251	Сухобузимский район
1	877	3	Краснодарский край
2	3	3405	г. Армавир
2	3	3426	г. Сочи
2	3	3409	г. Горячий ключ
2	3	3408	г. Геленджик
2	3	3420	г. Новороссийск
2	3	3401	г. Краснодар
2	3	3237	Отрадненский район
2	3	3230	Лабинский район
2	3	3233	Мостовской район
2	3	3255	Туапсинский район
2	3	3256	Успенский район
2	3	3234	Новокубанский район
2	3	3227	Курганинский район
2	3	3205	Апшеронский район
2	3	3208	Белоречинский район
2	3	3243	Северский район
2	3	3201	Абинский район
2	3	3225	Крымский район
2	3	3403	г. Анапа
2	3	3251	Темрюкский район
2	3	3213	Гулькевичский район
2	3	3218	Кавказский район
2	3	3249	Тбилисский район
2	3	3257	Усть-Лабинский район
2	3	3214	Динской район
2	3	3221	Кореновский район
2	3	3253	Тимашевский район
2	3	3219	Калининский район
2	3	3223	Красноармейский район
2	3	3245	Славянский район
2	3	3207	Белоглинский район
2	3	3235	Новопокровский район
2	3	3254	Тихорецкий район
2	3	3212	Выселковский район
2	3	3210	Брюховецкий район
2	3	3241	Приморско-Ахтарский район
2	3	3239	Павловский район
2	3	3232	Ленинградский район
2	3	3220	Каневский район
2	3	3224	Крыловский район
2	3	3228	Кущевский район
2	3	3247	Староминской район
2	3	3259	Щербиновский район
2	3	3216	Ейский район
1	877	1	Алтайский край
2	1	14011	г.Барнаул
2	1	12601	Немецкий национальный район
2	1	12591	Шипуновский район
2	1	12581	Чарышский район
2	1	12571	Целинный район
2	1	12561	Хабарский район
2	1	12551	Усть-Пристанский район
2	1	12541	Усть-Калманский район
2	1	12531	Угловский район
2	1	12521	Тюменцевский район
2	1	12511	Троицкий район
2	1	12501	Третьсяковский район
2	1	12491	Топчихинский район
2	1	12481	Тогульский район
2	1	12471	Тальменский район
2	1	12461	Табунский район
2	1	12451	Шелаболихинский район
2	1	12441	Солтонский район
2	1	12431	Солонешенский район
2	1	12421	Советский район
2	1	12411	Суетский район
2	1	1239	Славгородский район
2	1	12371	Романовский район
2	1	12361	Родинский район
2	1	12351	Ребрихинский район
2	1	12341	Поспелихинский район
2	1	12331	Петропавловский район
2	1	12311	Панкрушихинский район
2	1	12301	Павловский район
2	1	12291	Зональный район
2	1	12281	Новичихинский район
2	1	12271	Михайловский район
2	1	12261	Мамонтовский район
2	1	12251	Локтевский район
2	1	12241	Кытмановский район
2	1	12231	Курьинский район
2	1	12221	Кулундинский район
2	1	12211	Крутихинский район
2	1	12201	Краснощековский район
2	1	12191	Красногорский район
2	1	12181	Косихинский район
2	1	12171	Ключевский район
2	1	1216	Каменский район
2	1	12151	Калманский район
2	1	1214	Змеиногорский район
2	1	12121	Залесовский район
2	1	12111	Завьяловский район
2	1	12101	Ельцовский район
2	1	12091	Егорьевский район
2	1	12081	Волчихинский район
2	1	12071	Быстроистокский район
2	1	12061	Бурлинский район
2	1	12051	Благовещенский район
2	1	12031	Баевский район
2	1	12021	Алтайский район
2	1	1201	Алейский район
2	1	1240	Смоленский район
2	1	1238	Рубцовский район
2	1	1232	Первомайский район
2	1	1213	Заринский район
2	1	1204	Бийский район
2	1	1416	г.Рубцовск
2	1	1406	г.Заринск
2	1	1405	г.Бийск
2	1	1404	г.Белокуриха
2	1	1555	г.Сибирский
2	1	1413	г.Новоалтайск
2	1	1430	г.Яровое
1	877	35	Республика Крым
2	35	8125	Ялта
2	35	8124	Феодосия
2	35	8123	Судак
2	35	8122	Симферополь
2	35	8119	Керчь
2	35	8118	Евпатория
2	35	8116	Армянск
2	35	8115	Алушта
2	35	8114	Черноморский
2	35	8113	Советский
2	35	8112	Симферопольский
2	35	8111	Сакский
2	35	8110	Раздольненский
2	35	8109	Первомайский
2	35	8108	Нижнегорский
2	35	8107	Ленинский
2	35	8106	Красноперекопский
2	35	8105	Красногвардейский
2	35	8104	Кировский
2	35	8103	Джанкойский
2	35	8102	Белогорский
2	35	8101	Бахчисарайский район
1	877	67	г. Севастополь
2	67	8126	Севастополь
2	67	8127	Инкерман
0	877	877	Россия
